user_id,department,date,emails_sent,emails_received,avg_response_time_min,threads_initiated
U077,Engineering,2025-02-22,2,8,9.3,2
U078,Engineering,2025-02-22,2,10,41.4,2
U079,Engineering,2025-02-22,1,6,28.7,1
U080,Sales,2025-02-22,8,19,34.1,3
U081,Sales,2025-02-22,3,19,13.7,1
U082,Sales,2025-02-22,2,13,21.3,2
U083,Marketing,2025-02-22,5,12,27.7,2
U084,Engineering,2025-02-22,1,14,33.3,1
U085,HR,2025-02-22,3,10,42.5,2
U086,Marketing,2025-02-22,3,9,23.6,2
U087,Sales,2025-02-22,2,22,18.6,0
U088,Engineering,2025-02-22,2,19,16.1,2
U089,Sales,2025-02-22,3,9,21.6,2
U090,Sales,2025-02-22,6,19,13.5,4
U091,Sales,2025-02-22,3,16,12.1,1
U092,Engineering,2025-02-22,0,10,35.7,1
U093,Engineering,2025-02-22,2,10,13.7,2
U094,Marketing,2025-02-22,2,13,22.2,2
U095,Finance,2025-02-22,6,14,7.9,2
U096,Sales,2025-02-22,4,14,18.7,1
U097,Engineering,2025-02-22,3,9,42.4,1
U098,Engineering,2025-02-22,4,9,19.4,2
U099,Sales,2025-02-22,5,17,16.9,3
U100,Finance,2025-02-22,1,17,15.3,1
U001,Engineering,2025-02-23,2,11,27.8,2
U002,Engineering,2025-02-23,3,16,19.4,1
U003,Engineering,2025-02-23,0,8,29.6,0
U004,Sales,2025-02-23,5,13,24.9,3
U005,Sales,2025-02-23,5,13,16.7,4
U006,Finance,2025-02-23,4,10,47.2,2
U007,Engineering,2025-02-23,2,9,50.1,0
U008,Sales,2025-02-23,5,20,21.8,1
U009,Marketing,2025-02-23,3,11,40.5,4
U010,Sales,2025-02-23,2,16,15.1,2
U011,HR,2025-02-23,1,10,17.6,1
U012,Finance,2025-02-23,2,10,53.9,2
U013,Sales,2025-02-23,6,19,22.2,2
U014,Sales,2025-02-23,1,13,24.6,0
U015,Sales,2025-02-23,7,24,30.9,2
U016,Engineering,2025-02-23,2,18,31.0,2
U017,HR,2025-02-23,4,10,8.3,2
U018,Sales,2025-02-23,0,12,25.9,0
U019,Sales,2025-02-23,5,12,18.7,2
U020,Engineering,2025-02-23,2,11,17.9,2
U021,Finance,2025-02-23,1,9,38.7,0
U022,Finance,2025-02-23,2,9,16.8,0
U023,Engineering,2025-02-23,4,14,48.3,1
U024,Finance,2025-02-23,6,12,54.7,2
U025,Marketing,2025-02-23,6,16,17.8,2
U026,Finance,2025-02-23,3,16,29.0,4
U027,Engineering,2025-02-23,3,12,23.9,1
U028,Engineering,2025-02-23,5,14,32.1,1
U029,Sales,2025-02-23,5,14,21.7,2
U030,Sales,2025-02-23,3,12,13.8,2
U031,Sales,2025-02-23,2,10,15.6,2
U032,HR,2025-02-23,1,7,16.1,0
U033,Engineering,2025-02-23,5,15,21.9,2
U034,Marketing,2025-02-23,3,15,45.6,2
U035,Finance,2025-02-23,3,11,23.0,1
U036,Engineering,2025-02-23,5,17,20.5,4
U037,Marketing,2025-02-23,4,7,19.8,2
U038,HR,2025-02-23,2,10,25.4,0
U039,Engineering,2025-02-23,0,8,33.2,0
U040,HR,2025-02-23,2,11,22.5,2
U041,Marketing,2025-02-23,5,15,26.9,2
U042,Marketing,2025-02-23,2,10,13.8,2
U043,HR,2025-02-23,3,10,30.7,1
U044,Engineering,2025-02-23,2,15,41.3,4
U045,Engineering,2025-02-23,2,13,16.5,2
U046,HR,2025-02-23,0,6,27.6,0
U047,Engineering,2025-02-23,4,11,24.2,2
U048,Engineering,2025-02-23,2,7,59.9,0
U049,Engineering,2025-02-23,0,5,29.0,0
U050,HR,2025-02-23,2,8,22.0,2
U051,Finance,2025-02-23,4,12,74.1,3
U052,HR,2025-02-23,7,12,44.5,2
U053,Marketing,2025-02-23,9,11,26.8,2
U054,Engineering,2025-02-23,3,9,26.9,2
U055,Engineering,2025-02-23,3,10,28.5,3
U056,Sales,2025-02-23,5,16,12.4,4
U057,Marketing,2025-02-23,5,16,17.7,1
U058,Marketing,2025-02-23,2,12,31.8,0
U059,Marketing,2025-02-23,2,11,15.5,2
U060,Engineering,2025-02-23,3,9,19.3,1
U061,Engineering,2025-02-23,1,10,22.8,0
U062,Marketing,2025-02-23,4,14,19.9,3
U063,Marketing,2025-02-23,4,12,30.7,2
U064,Engineering,2025-02-23,2,9,28.2,2
U065,Sales,2025-02-23,7,15,36.2,3
U066,Marketing,2025-02-23,3,18,22.9,2
U067,Engineering,2025-02-23,0,13,21.4,3
U068,Engineering,2025-02-23,5,11,17.9,1
U069,HR,2025-02-23,2,7,15.8,4
U070,Engineering,2025-02-23,4,11,52.0,2
U071,Engineering,2025-02-23,1,8,41.2,3
U072,Engineering,2025-02-23,5,15,28.4,2
U073,Marketing,2025-02-23,1,10,28.8,1
U074,Marketing,2025-02-23,1,10,13.5,0
U075,Sales,2025-02-23,3,17,23.0,2
U076,Engineering,2025-02-23,2,8,26.1,2
U077,Engineering,2025-02-23,1,10,21.9,0
U078,Engineering,2025-02-23,2,14,26.0,2
U079,Engineering,2025-02-23,1,13,17.0,4
U080,Sales,2025-02-23,5,15,18.5,2
U081,Sales,2025-02-23,3,13,25.0,1
U082,Sales,2025-02-23,3,9,12.7,2
U083,Marketing,2025-02-23,3,9,25.6,1
U084,Engineering,2025-02-23,1,6,27.2,2
U085,HR,2025-02-23,3,14,22.6,3
U086,Marketing,2025-02-23,2,14,64.6,0
U087,Sales,2025-02-23,1,15,19.9,1
U088,Engineering,2025-02-23,1,10,40.1,3
U089,Sales,2025-02-23,2,14,32.7,0
U090,Sales,2025-02-23,1,18,36.0,1
U091,Sales,2025-02-23,5,16,26.2,3
U092,Engineering,2025-02-23,5,19,33.8,2
U093,Engineering,2025-02-23,0,7,31.1,1
U094,Marketing,2025-02-23,1,12,29.2,1
U095,Finance,2025-02-23,0,19,42.5,2
U096,Sales,2025-02-23,3,12,25.1,3
U097,Engineering,2025-02-23,2,9,9.7,2
U098,Engineering,2025-02-23,2,11,20.9,0
U099,Sales,2025-02-23,4,10,25.3,2
U100,Finance,2025-02-23,2,12,16.2,0
U001,Engineering,2025-02-24,9,18,38.0,2
U002,Engineering,2025-02-24,8,9,21.0,2
U003,Engineering,2025-02-24,6,11,24.7,2
U004,Sales,2025-02-24,10,10,17.8,2
U005,Sales,2025-02-24,7,15,30.9,4
U006,Finance,2025-02-24,5,14,46.3,4
U007,Engineering,2025-02-24,11,18,40.8,6
U008,Sales,2025-02-24,13,20,27.9,4
U009,Marketing,2025-02-24,17,12,32.6,4
U010,Sales,2025-02-24,14,17,14.5,6
U011,HR,2025-02-24,5,6,15.4,2
U012,Finance,2025-02-24,4,14,16.1,1
U013,Sales,2025-02-24,9,22,35.3,3
U014,Sales,2025-02-24,10,14,25.6,2
U015,Sales,2025-02-24,13,16,20.1,3
U016,Engineering,2025-02-24,7,11,25.3,3
U017,HR,2025-02-24,1,6,17.7,0
U018,Sales,2025-02-24,7,16,28.3,2
U019,Sales,2025-02-24,17,22,11.5,5
U020,Engineering,2025-02-24,5,8,16.4,1
U021,Finance,2025-02-24,6,13,48.1,2
U022,Finance,2025-02-24,5,10,15.4,2
U023,Engineering,2025-02-24,7,13,27.0,2
U024,Finance,2025-02-24,6,6,33.0,2
U025,Marketing,2025-02-24,7,14,23.4,2
U026,Finance,2025-02-24,11,13,39.6,3
U027,Engineering,2025-02-24,6,9,36.3,2
U028,Engineering,2025-02-24,5,19,18.4,4
U029,Sales,2025-02-24,7,18,21.4,3
U030,Sales,2025-02-24,15,16,12.5,4
U031,Sales,2025-02-24,19,18,34.9,5
U032,HR,2025-02-24,8,14,34.5,5
U033,Engineering,2025-02-24,7,11,32.8,4
U034,Marketing,2025-02-24,9,15,20.2,2
U035,Finance,2025-02-24,11,11,56.6,3
U036,Engineering,2025-02-24,9,9,30.5,3
U037,Marketing,2025-02-24,9,15,7.9,2
U038,HR,2025-02-24,6,9,12.0,4
U039,Engineering,2025-02-24,8,14,24.5,4
U040,HR,2025-02-24,6,10,10.4,2
U041,Marketing,2025-02-24,7,11,33.3,5
U042,Marketing,2025-02-24,4,17,35.7,1
U043,HR,2025-02-24,3,13,54.1,3
U044,Engineering,2025-02-24,4,9,32.5,2
U045,Engineering,2025-02-24,5,16,19.6,1
U046,HR,2025-02-24,3,11,21.6,3
U047,Engineering,2025-02-24,6,9,20.8,2
U048,Engineering,2025-02-24,3,15,34.2,1
U049,Engineering,2025-02-24,8,12,32.1,2
U050,HR,2025-02-24,4,18,17.2,1
U051,Finance,2025-02-24,8,15,45.8,4
U052,HR,2025-02-24,7,10,50.2,2
U053,Marketing,2025-02-24,9,14,25.3,2
U054,Engineering,2025-02-24,6,9,36.3,2
U055,Engineering,2025-02-24,7,6,17.6,4
U056,Sales,2025-02-24,4,19,7.2,2
U057,Marketing,2025-02-24,7,12,20.4,2
U058,Marketing,2025-02-24,7,18,19.8,3
U059,Marketing,2025-02-24,8,14,22.1,3
U060,Engineering,2025-02-24,3,14,16.2,2
U061,Engineering,2025-02-24,4,8,33.5,1
U062,Marketing,2025-02-24,1,15,14.1,1
U063,Marketing,2025-02-24,5,14,46.7,2
U064,Engineering,2025-02-24,6,16,42.4,2
U065,Sales,2025-02-24,11,19,18.3,3
U066,Marketing,2025-02-24,10,21,19.7,4
U067,Engineering,2025-02-24,3,10,33.0,2
U068,Engineering,2025-02-24,3,12,26.1,5
U069,HR,2025-02-24,9,11,11.0,2
U070,Engineering,2025-02-24,7,11,36.1,2
U071,Engineering,2025-02-24,7,9,15.9,3
U072,Engineering,2025-02-24,3,8,39.4,5
U073,Marketing,2025-02-24,14,27,22.7,6
U074,Marketing,2025-02-24,5,15,20.2,5
U075,Sales,2025-02-24,14,22,24.4,6
U076,Engineering,2025-02-24,6,8,19.7,4
U077,Engineering,2025-02-24,6,14,33.8,2
U078,Engineering,2025-02-24,6,9,23.7,2
U079,Engineering,2025-02-24,7,9,20.8,4
U080,Sales,2025-02-24,11,19,75.9,3
U081,Sales,2025-02-24,12,18,11.8,3
U082,Sales,2025-02-24,15,18,31.4,4
U083,Marketing,2025-02-24,14,15,27.1,4
U084,Engineering,2025-02-24,6,15,12.9,4
U085,HR,2025-02-24,4,13,56.2,2
U086,Marketing,2025-02-24,7,12,29.3,3
U087,Sales,2025-02-24,14,19,32.3,4
U088,Engineering,2025-02-24,5,11,45.1,2
U089,Sales,2025-02-24,8,12,24.1,2
U090,Sales,2025-02-24,7,20,36.3,4
U091,Sales,2025-02-24,9,15,12.7,2
U092,Engineering,2025-02-24,7,10,31.1,2
U093,Engineering,2025-02-24,10,14,32.0,4
U094,Marketing,2025-02-24,15,15,33.6,5
U095,Finance,2025-02-24,5,12,32.2,4
U096,Sales,2025-02-24,12,15,12.5,4
U097,Engineering,2025-02-24,8,15,15.5,2
U098,Engineering,2025-02-24,8,13,17.9,3
U099,Sales,2025-02-24,8,19,11.9,2
U100,Finance,2025-02-24,5,11,20.8,1
U001,Engineering,2025-02-25,5,9,24.7,3
U002,Engineering,2025-02-25,6,11,71.1,2
U003,Engineering,2025-02-25,10,8,45.4,4
U004,Sales,2025-02-25,13,23,24.4,3
U005,Sales,2025-02-25,14,17,28.3,4
U006,Finance,2025-02-25,7,12,31.4,3
U007,Engineering,2025-02-25,10,18,20.8,4
U008,Sales,2025-02-25,10,21,29.4,4
U009,Marketing,2025-02-25,5,16,27.8,2
U010,Sales,2025-02-25,9,16,17.2,2
U011,HR,2025-02-25,3,9,13.4,2
U012,Finance,2025-02-25,5,10,28.8,1
U013,Sales,2025-02-25,7,12,16.4,2
U014,Sales,2025-02-25,7,11,24.7,2
U015,Sales,2025-02-25,13,21,20.8,5
U016,Engineering,2025-02-25,3,8,27.5,3
U017,HR,2025-02-25,11,13,33.6,5
U018,Sales,2025-02-25,15,15,42.2,5
U019,Sales,2025-02-25,10,30,19.8,4
U020,Engineering,2025-02-25,3,11,34.1,1
U021,Finance,2025-02-25,7,14,16.3,4
U022,Finance,2025-02-25,5,14,35.1,4
U023,Engineering,2025-02-25,13,13,43.3,3
U024,Finance,2025-02-25,6,12,13.1,2
U025,Marketing,2025-02-25,5,21,8.1,1
U026,Finance,2025-02-25,8,18,44.8,2
U027,Engineering,2025-02-25,5,16,14.5,1
U028,Engineering,2025-02-25,8,7,21.2,3
U029,Sales,2025-02-25,8,10,22.5,3
U030,Sales,2025-02-25,2,16,9.6,2
U031,Sales,2025-02-25,6,12,44.2,4
U032,HR,2025-02-25,4,14,28.1,5
U033,Engineering,2025-02-25,11,14,40.6,5
U034,Marketing,2025-02-25,8,12,16.6,2
U035,Finance,2025-02-25,6,14,41.5,2
U036,Engineering,2025-02-25,1,7,33.5,1
U037,Marketing,2025-02-25,5,18,48.0,1
U038,HR,2025-02-25,9,15,26.6,2
U039,Engineering,2025-02-25,2,12,54.9,2
U040,HR,2025-02-25,10,8,15.3,4
U041,Marketing,2025-02-25,10,19,13.3,2
U042,Marketing,2025-02-25,15,14,19.6,6
U043,HR,2025-02-25,3,5,41.2,2
U044,Engineering,2025-02-25,4,13,14.4,2
U045,Engineering,2025-02-25,7,9,30.3,4
U046,HR,2025-02-25,8,9,46.1,3
U047,Engineering,2025-02-25,5,7,18.4,3
U048,Engineering,2025-02-25,5,10,19.6,4
U049,Engineering,2025-02-25,9,10,28.6,4
U050,HR,2025-02-25,6,9,11.9,4
U051,Finance,2025-02-25,12,12,40.2,3
U052,HR,2025-02-25,1,10,17.9,1
U053,Marketing,2025-02-25,8,12,11.9,2
U054,Engineering,2025-02-25,5,8,20.3,1
U055,Engineering,2025-02-25,4,11,21.3,1
U056,Sales,2025-02-25,7,25,26.7,4
U057,Marketing,2025-02-25,7,13,76.2,2
U058,Marketing,2025-02-25,12,15,20.5,4
U059,Marketing,2025-02-25,13,11,36.1,5
U060,Engineering,2025-02-25,11,10,50.4,6
U061,Engineering,2025-02-25,7,11,51.6,2
U062,Marketing,2025-02-25,8,22,10.9,3
U063,Marketing,2025-02-25,6,17,26.0,2
U064,Engineering,2025-02-25,3,14,13.6,1
U065,Sales,2025-02-25,9,16,13.0,5
U066,Marketing,2025-02-25,4,15,13.9,1
U067,Engineering,2025-02-25,10,17,18.3,4
U068,Engineering,2025-02-25,5,6,32.4,1
U069,HR,2025-02-25,6,12,20.4,4
U070,Engineering,2025-02-25,9,17,23.8,6
U071,Engineering,2025-02-25,6,8,19.6,4
U072,Engineering,2025-02-25,8,9,29.2,2
U073,Marketing,2025-02-25,10,20,10.0,4
U074,Marketing,2025-02-25,10,16,18.8,4
U075,Sales,2025-02-25,11,16,26.8,3
U076,Engineering,2025-02-25,5,9,22.4,3
U077,Engineering,2025-02-25,7,16,68.8,3
U078,Engineering,2025-02-25,5,14,28.9,2
U079,Engineering,2025-02-25,5,8,14.9,3
U080,Sales,2025-02-25,12,23,15.4,3
U081,Sales,2025-02-25,2,15,39.8,2
U082,Sales,2025-02-25,9,22,7.5,2
U083,Marketing,2025-02-25,6,13,3.5,2
U084,Engineering,2025-02-25,7,11,15.1,3
U085,HR,2025-02-25,9,8,22.3,2
U086,Marketing,2025-02-25,6,12,23.9,2
U087,Sales,2025-02-25,7,18,20.4,5
U088,Engineering,2025-02-25,6,12,29.0,2
U089,Sales,2025-02-25,9,15,24.3,3
U090,Sales,2025-02-25,9,14,21.4,2
U091,Sales,2025-02-25,4,15,11.7,2
U092,Engineering,2025-02-25,9,15,36.9,2
U093,Engineering,2025-02-25,1,14,32.9,1
U094,Marketing,2025-02-25,9,14,11.7,2
U095,Finance,2025-02-25,4,20,33.3,2
U096,Sales,2025-02-25,8,15,16.7,5
U097,Engineering,2025-02-25,8,11,35.5,3
U098,Engineering,2025-02-25,9,19,19.0,2
U099,Sales,2025-02-25,7,14,20.1,2
U100,Finance,2025-02-25,10,17,59.0,2
U001,Engineering,2025-02-26,10,11,20.4,4
U002,Engineering,2025-02-26,11,15,12.8,4
U003,Engineering,2025-02-26,8,14,11.6,2
U004,Sales,2025-02-26,6,14,20.0,2
U005,Sales,2025-02-26,9,15,14.7,3
U006,Finance,2025-02-26,10,13,15.8,4
U007,Engineering,2025-02-26,9,10,44.7,3
U008,Sales,2025-02-26,13,15,28.0,3
U009,Marketing,2025-02-26,11,13,26.8,4
U010,Sales,2025-02-26,14,16,16.0,4
U011,HR,2025-02-26,2,13,20.5,2
U012,Finance,2025-02-26,7,13,13.1,3
U013,Sales,2025-02-26,8,20,26.4,4
U014,Sales,2025-02-26,2,13,20.0,0
U015,Sales,2025-02-26,4,9,10.6,1
U016,Engineering,2025-02-26,3,7,22.5,1
U017,HR,2025-02-26,5,14,22.8,3
U018,Sales,2025-02-26,10,20,27.1,2
U019,Sales,2025-02-26,9,14,14.5,3
U020,Engineering,2025-02-26,4,11,40.7,4
U021,Finance,2025-02-26,7,17,27.1,6
U022,Finance,2025-02-26,10,10,70.3,4
U023,Engineering,2025-02-26,9,9,30.6,3
U024,Finance,2025-02-26,9,11,52.2,3
U025,Marketing,2025-02-26,6,15,35.5,2
U026,Finance,2025-02-26,8,19,24.7,2
U027,Engineering,2025-02-26,8,11,16.7,4
U028,Engineering,2025-02-26,5,14,43.7,2
U029,Sales,2025-02-26,10,14,11.5,4
U030,Sales,2025-02-26,14,14,57.6,4
U031,Sales,2025-02-26,10,11,35.1,4
U032,HR,2025-02-26,6,11,57.6,4
U033,Engineering,2025-02-26,7,12,29.5,3
U034,Marketing,2025-02-26,7,10,35.7,2
U035,Finance,2025-02-26,5,16,118.6,2
U036,Engineering,2025-02-26,8,12,41.6,2
U037,Marketing,2025-02-26,7,17,10.5,3
U038,HR,2025-02-26,5,11,36.8,2
U039,Engineering,2025-02-26,7,8,23.5,3
U040,HR,2025-02-26,6,14,37.4,4
U041,Marketing,2025-02-26,9,11,53.9,3
U042,Marketing,2025-02-26,9,23,22.6,3
U043,HR,2025-02-26,6,11,42.2,4
U044,Engineering,2025-02-26,6,15,48.2,2
U045,Engineering,2025-02-26,2,14,15.1,0
U046,HR,2025-02-26,4,11,75.9,1
U047,Engineering,2025-02-26,5,9,72.9,4
U048,Engineering,2025-02-26,5,7,12.6,1
U049,Engineering,2025-02-26,6,11,27.1,2
U050,HR,2025-02-26,5,13,9.4,1
U051,Finance,2025-02-26,5,15,72.3,4
U052,HR,2025-02-26,5,14,22.9,1
U053,Marketing,2025-02-26,13,18,20.1,3
U054,Engineering,2025-02-26,8,10,21.0,2
U055,Engineering,2025-02-26,10,12,23.6,4
U056,Sales,2025-02-26,10,23,14.5,4
U057,Marketing,2025-02-26,4,11,32.0,3
U058,Marketing,2025-02-26,7,15,23.2,2
U059,Marketing,2025-02-26,13,13,25.6,4
U060,Engineering,2025-02-26,5,17,22.0,2
U061,Engineering,2025-02-26,5,9,14.8,1
U062,Marketing,2025-02-26,13,12,30.2,3
U063,Marketing,2025-02-26,8,14,13.5,2
U064,Engineering,2025-02-26,4,15,21.9,2
U065,Sales,2025-02-26,15,21,21.3,4
U066,Marketing,2025-02-26,13,18,26.4,3
U067,Engineering,2025-02-26,6,9,21.3,2
U068,Engineering,2025-02-26,5,21,29.3,1
U069,HR,2025-02-26,7,11,20.3,3
U070,Engineering,2025-02-26,7,12,26.0,2
U071,Engineering,2025-02-26,6,14,42.3,2
U072,Engineering,2025-02-26,6,13,46.8,4
U073,Marketing,2025-02-26,9,12,45.6,2
U074,Marketing,2025-02-26,9,15,27.3,4
U075,Sales,2025-02-26,13,19,9.5,4
U076,Engineering,2025-02-26,5,13,14.6,2
U077,Engineering,2025-02-26,7,11,21.9,4
U078,Engineering,2025-02-26,12,15,44.9,5
U079,Engineering,2025-02-26,3,10,102.2,4
U080,Sales,2025-02-26,11,15,17.0,3
U081,Sales,2025-02-26,7,16,18.2,2
U082,Sales,2025-02-26,8,17,11.4,2
U083,Marketing,2025-02-26,9,14,31.3,5
U084,Engineering,2025-02-26,6,13,48.5,2
U085,HR,2025-02-26,4,4,19.4,2
U086,Marketing,2025-02-26,7,11,14.4,5
U087,Sales,2025-02-26,7,8,7.7,2
U088,Engineering,2025-02-26,6,13,19.9,2
U089,Sales,2025-02-26,14,19,25.4,4
U090,Sales,2025-02-26,6,13,9.0,2
U091,Sales,2025-02-26,13,16,36.7,3
U092,Engineering,2025-02-26,7,13,36.9,3
U093,Engineering,2025-02-26,9,24,49.5,3
U094,Marketing,2025-02-26,5,12,30.5,1
U095,Finance,2025-02-26,7,11,30.0,2
U096,Sales,2025-02-26,22,25,21.1,6
U097,Engineering,2025-02-26,10,12,46.8,4
U098,Engineering,2025-02-26,8,10,35.7,2
U099,Sales,2025-02-26,15,19,9.6,7
U100,Finance,2025-02-26,14,14,33.9,4
U001,Engineering,2025-02-27,2,6,50.4,0
U002,Engineering,2025-02-27,6,15,13.7,4
U003,Engineering,2025-02-27,7,12,27.3,3
U004,Sales,2025-02-27,9,19,24.5,3
U005,Sales,2025-02-27,8,13,32.9,4
U006,Finance,2025-02-27,9,20,54.3,4
U007,Engineering,2025-02-27,8,11,63.7,2
U008,Sales,2025-02-27,8,14,12.8,2
U009,Marketing,2025-02-27,12,17,45.4,3
U010,Sales,2025-02-27,13,20,19.4,4
U011,HR,2025-02-27,4,16,16.7,3
U012,Finance,2025-02-27,8,7,37.3,2
U013,Sales,2025-02-27,5,25,20.4,2
U014,Sales,2025-02-27,9,18,26.4,3
U015,Sales,2025-02-27,12,8,41.8,4
U016,Engineering,2025-02-27,4,6,22.7,3
U017,HR,2025-02-27,1,9,19.8,3
U018,Sales,2025-02-27,8,11,32.8,2
U019,Sales,2025-02-27,12,17,29.4,3
U020,Engineering,2025-02-27,4,15,34.7,2
U021,Finance,2025-02-27,7,11,9.8,4
U022,Finance,2025-02-27,11,11,12.5,3
U023,Engineering,2025-02-27,4,10,29.7,1
U024,Finance,2025-02-27,6,12,23.1,4
U025,Marketing,2025-02-27,6,16,32.2,2
U026,Finance,2025-02-27,6,17,31.0,4
U027,Engineering,2025-02-27,6,15,12.9,2
U028,Engineering,2025-02-27,5,9,8.7,1
U029,Sales,2025-02-27,11,21,8.8,3
U030,Sales,2025-02-27,11,20,18.4,4
U031,Sales,2025-02-27,11,16,20.3,5
U032,HR,2025-02-27,5,8,22.5,1
U033,Engineering,2025-02-27,5,16,49.6,2
U034,Marketing,2025-02-27,6,11,20.2,2
U035,Finance,2025-02-27,5,14,16.2,1
U036,Engineering,2025-02-27,7,15,16.4,3
U037,Marketing,2025-02-27,9,13,16.9,4
U038,HR,2025-02-27,6,12,9.0,4
U039,Engineering,2025-02-27,9,10,29.2,4
U040,HR,2025-02-27,3,9,67.5,1
U041,Marketing,2025-02-27,11,16,24.4,3
U042,Marketing,2025-02-27,8,15,24.9,3
U043,HR,2025-02-27,2,11,35.7,0
U044,Engineering,2025-02-27,6,10,14.7,4
U045,Engineering,2025-02-27,3,5,8.9,1
U046,HR,2025-02-27,5,5,33.3,3
U047,Engineering,2025-02-27,4,3,23.0,2
U048,Engineering,2025-02-27,10,16,19.2,4
U049,Engineering,2025-02-27,5,10,17.3,2
U050,HR,2025-02-27,4,6,16.9,1
U051,Finance,2025-02-27,7,13,30.5,3
U052,HR,2025-02-27,3,14,16.4,2
U053,Marketing,2025-02-27,7,14,49.5,2
U054,Engineering,2025-02-27,8,16,32.4,3
U055,Engineering,2025-02-27,9,11,18.1,2
U056,Sales,2025-02-27,13,9,21.3,3
U057,Marketing,2025-02-27,6,14,7.7,2
U058,Marketing,2025-02-27,7,18,25.8,2
U059,Marketing,2025-02-27,8,9,27.9,2
U060,Engineering,2025-02-27,3,4,35.3,3
U061,Engineering,2025-02-27,7,8,12.6,2
U062,Marketing,2025-02-27,8,12,22.5,2
U063,Marketing,2025-02-27,7,17,22.3,5
U064,Engineering,2025-02-27,8,9,14.2,5
U065,Sales,2025-02-27,10,13,23.2,4
U066,Marketing,2025-02-27,10,16,20.8,2
U067,Engineering,2025-02-27,4,13,23.6,3
U068,Engineering,2025-02-27,3,15,46.0,2
U069,HR,2025-02-27,7,15,14.3,2
U070,Engineering,2025-02-27,2,16,44.7,2
U071,Engineering,2025-02-27,5,16,27.8,3
U072,Engineering,2025-02-27,4,10,19.4,3
U073,Marketing,2025-02-27,8,14,41.5,3
U074,Marketing,2025-02-27,10,20,35.2,6
U075,Sales,2025-02-27,11,17,17.8,3
U076,Engineering,2025-02-27,7,12,33.4,2
U077,Engineering,2025-02-27,9,12,76.1,3
U078,Engineering,2025-02-27,3,18,20.7,1
U079,Engineering,2025-02-27,7,12,39.4,3
U080,Sales,2025-02-27,8,12,7.2,6
U081,Sales,2025-02-27,9,15,11.0,5
U082,Sales,2025-02-27,9,20,27.6,2
U083,Marketing,2025-02-27,10,16,14.6,4
U084,Engineering,2025-02-27,4,6,32.9,2
U085,HR,2025-02-27,8,9,44.5,4
U086,Marketing,2025-02-27,9,12,37.3,2
U087,Sales,2025-02-27,12,17,10.0,3
U088,Engineering,2025-02-27,10,12,11.2,2
U089,Sales,2025-02-27,11,19,14.1,4
U090,Sales,2025-02-27,5,14,58.0,5
U091,Sales,2025-02-27,16,19,32.2,5
U092,Engineering,2025-02-27,4,17,13.3,1
U093,Engineering,2025-02-27,6,14,27.1,2
U094,Marketing,2025-02-27,9,19,34.0,4
U095,Finance,2025-02-27,8,13,38.2,6
U096,Sales,2025-02-27,9,19,35.7,4
U097,Engineering,2025-02-27,4,5,45.6,2
U098,Engineering,2025-02-27,5,10,42.2,4
U099,Sales,2025-02-27,11,13,10.0,3
U100,Finance,2025-02-27,5,12,42.4,2
U001,Engineering,2025-02-28,5,10,35.5,1
U002,Engineering,2025-02-28,4,10,14.6,4
U003,Engineering,2025-02-28,6,9,45.3,2
U004,Sales,2025-02-28,9,18,35.4,2
U005,Sales,2025-02-28,12,23,29.6,3
U006,Finance,2025-02-28,5,14,28.7,2
U007,Engineering,2025-02-28,5,17,62.7,3
U008,Sales,2025-02-28,5,12,20.0,1
U009,Marketing,2025-02-28,9,16,23.8,4
U010,Sales,2025-02-28,9,14,16.6,4
U011,HR,2025-02-28,3,11,49.4,2
U012,Finance,2025-02-28,3,9,22.6,1
U013,Sales,2025-02-28,16,15,29.5,5
U014,Sales,2025-02-28,12,16,27.1,3
U015,Sales,2025-02-28,8,19,26.2,3
U016,Engineering,2025-02-28,6,15,19.4,4
U017,HR,2025-02-28,4,6,20.0,1
U018,Sales,2025-02-28,11,25,29.8,5
U019,Sales,2025-02-28,17,23,9.8,4
U020,Engineering,2025-02-28,5,14,28.8,3
U021,Finance,2025-02-28,13,14,16.8,3
U022,Finance,2025-02-28,5,16,22.4,4
U023,Engineering,2025-02-28,4,18,30.8,1
U024,Finance,2025-02-28,9,15,48.4,3
U025,Marketing,2025-02-28,13,18,19.4,4
U026,Finance,2025-02-28,6,12,31.5,4
U027,Engineering,2025-02-28,6,11,17.7,2
U028,Engineering,2025-02-28,3,8,37.9,2
U029,Sales,2025-02-28,16,20,30.9,4
U030,Sales,2025-02-28,14,19,30.0,6
U031,Sales,2025-02-28,9,22,31.0,2
U032,HR,2025-02-28,2,10,17.2,2
U033,Engineering,2025-02-28,7,7,33.8,2
U034,Marketing,2025-02-28,1,12,25.4,2
U035,Finance,2025-02-28,9,16,18.2,2
U036,Engineering,2025-02-28,9,16,53.1,3
U037,Marketing,2025-02-28,6,7,40.2,2
U038,HR,2025-02-28,2,13,46.6,2
U039,Engineering,2025-02-28,6,9,42.7,4
U040,HR,2025-02-28,7,8,22.4,2
U041,Marketing,2025-02-28,8,21,25.9,3
U042,Marketing,2025-02-28,5,11,25.5,3
U043,HR,2025-02-28,3,11,49.7,4
U044,Engineering,2025-02-28,12,11,26.2,3
U045,Engineering,2025-02-28,6,13,17.6,2
U046,HR,2025-02-28,5,19,18.1,2
U047,Engineering,2025-02-28,7,10,10.1,2
